question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,
Which malware targets engineering workstations?,"<b>The malware that targets engineering workstations is known as ""PIPEDREAM.""</b>","['[\'The malware that targets engineering workstations is known as ""PIPEDREAM.""\']']",Industroyer2,1,0.974270326037089,0.9999999999,0,0,1,0.776723197865527,0.944180799466381,,,,,,,,,
Which malware was designed to cause impact to high-voltage electrical substations?,<b>The malware designed to cause impact to high-voltage electrical substations is known as Stuxnet.</b>,"[""['The malware designed to cause impact to high-voltage electrical substations is known as Stuxnet.']""]",Industroyer2 was designed to cause impact to high-voltage electrical substations.,1,0.982671503528643,0,0,0.4999999975,1,0.875287818378477,0.218821954594619,,,,,,,,,
What is the ID for Industroyer2?,<b>The ID for Industroyer2 is 2021-0001.</b>,"[""['The ID for Industroyer2 is 2021-0001.']""]",S1072,1,1,0,0,0,1,0.754512622485489,0.188628155621372,,,,,,,,,
Which protocol can Industroyer2 communicate over?,<b>Industroyer2 can communicate over the IEC 104 protocol.</b>,"[""['Industroyer2 can communicate over the IEC 104 protocol.']""]",IEC-104,1,0.994599949869971,0.9999999999,1,0,1,0.851476487949504,0.212869121987376,,,,,,,,,
What platform does KillDisk target?,<b>KillDisk targets Windows and Linux platforms.</b>,"[""['KillDisk targets Windows and Linux platforms.']""]",Windows and Linux,0,0.99111877671378,0.9999999999,1,0.999999995,1,0.818146243868913,0.954536560967228,,,,,,,,,
Which malware was first seen in December 2019 and impacted operations at Honda automotive production facilities?,"<b>The malware that was first seen in December 2019 and impacted operations at Honda automotive production facilities is known as ""Snake.""</b>","['[\'The malware that was first seen in December 2019 and impacted operations at Honda automotive production facilities is known as ""Snake.""\']']",EKANS,1,0.978004307755353,0.9999999999,0,0,1,0.733927311794181,0.183481827948545,,,,,,,,,
Which processes does EKANS target?,"<b>EKANS targets the processes involved in the regulation of gene expression, specifically those related to the transcription of DNA into RNA.</b>","[""['EKANS targets the processes involved in the regulation of gene expression', 'specifically those related to the transcription of DNA into RNA.']""]","ICS software platforms (e.g., GE Proficy historian, Honeywell HMIWeb)",0.5,0.922331839042932,0,1,0,1,0.734305178455801,0.18357629461395,,,,,,,,,
Which malware was linked to GOLD SOUTHFIELD?,"<b>GOLD SOUTHFIELD was linked to the malware known as ""GOLD SOUTHFIELD.""</b>","['[\'GOLD SOUTHFIELD was linked to the malware known as ""GOLD SOUTHFIELD.""\']']",REvil,1,0.911623954164414,0.9999999999,0,0,1,0.7733470447657,0.193335901000657,,,,,,,,,
What is the name of the attack framework built to interact with Triconex SIS controllers?,"<b>The name of the attack framework built to interact with Triconex SIS controllers is ""TRITON.""</b>","['[\'The name of the attack framework built to interact with Triconex SIS controllers is ""TRITON.""\']']",Triton,1,0.999999999999999,0.9999999999,0,0,1,0.82511508315885,0.706286379889088,,,,,,,,,
Which platform does Triton target?,<b>Triton targets the cloud platform.</b>,"[""['Triton targets the cloud platform.']""]",Windows,1,0.932485325953258,0,0,0,1,0.774923399369834,0.193730849842458,,,,,,,,,
Which group was INCONTROLLER developed by?,<b>INCONTROLLER was developed by the INCONTROLLER group.</b>,"[""['INCONTROLLER was developed by the INCONTROLLER group.']""]",CHERNOVITE,1,0.943541315347035,0.9999999999,1,0,1,0.73310673664598,0.183276684161495,,,,,,,,,
What does INCONTROLLER have the ability to do?,"<b>INCONTROLLER has the ability to manage and control various processes or systems, although specific functionalities are not detailed in the provided information.</b>","[""['INCONTROLLER has the ability to manage and control various processes or systems', 'although specific functionalities are not detailed in the provided information.']""]","Discover specific devices, download logic on the devices, and exploit platform-specific vulnerabilities.",1,0,0,0,0,1,0.7564864636543,0.189123931100391,,,,,,,,,
What platform does INCONTROLLER target?,<b>INCONTROLLER targets the Microsoft Azure platform.</b>,"[""['INCONTROLLER targets the Microsoft Azure platform.']""]","Field Controller/RTU/PLC/IED, Safety Instrumented System/Protection Relay, Engineering Workstation, Windows",1,0.999998241321126,0.9999999999,1,0,1,0.765685679831769,0.191472272025199,,,,,,,,,
Which malware overwrites files with random data to render the OS unbootable?,"<b>The malware that overwrites files with random data to render the operating system unbootable is known as ""wiper"" malware.</b>","['[\'The malware that overwrites files with random data to render the operating system unbootable is known as ""wiper"" malware.\']']",KillDisk,1,0.973753268474249,0.9999999999,0.5,0,1,0.773046497685904,0.193261624421476,,,,,,,,,
What is the alias for KillDisk?,"<b>The alias for KillDisk is ""KillDisk.""</b>","['[\'The alias for KillDisk is ""KillDisk.""\']']","Win32/KillDisk.NBI, Win32/KillDisk.NBH, Win32/KillDisk.NBD, Win32/KillDisk.NBC, Win32/KillDisk.NBB",1,0.999999999999999,0.9999999999,0,0,1,0.847901383145866,0.211975345786466,,,,,,,,,
Which malware framework was used in the attacks on the Ukrainian power grid in December 2016?,"<b>The malware framework used in the attacks on the Ukrainian power grid in December 2016 was called ""BlackEnergy.""</b>","['[\'The malware framework used in the attacks on the Ukrainian power grid in December 2016 was called ""BlackEnergy.""\']']",Industroyer,1,0.986304809316762,0,0,0,1,0.76429359951001,0.191073399877502,,,,,,,,,
What is the alias for Industroyer?,"<b>The alias for Industroyer is ""CrashOverride.""</b>","['[\'The alias for Industroyer is ""CrashOverride.""\']']","CRASHOVERRIDE, Win32/Industroyer",1,0.999998235676502,0.9999999999,1,0,1,0.891730766024617,0.22292465469326,,,,,,,,,
Which malware is a sophisticated toolkit that has been used to collect information since at least 2010?,"<b>The malware that is a sophisticated toolkit used to collect information since at least 2010 is known as ""Zeus.""</b>","['[\'The malware that is a sophisticated toolkit used to collect information since at least 2010 is known as ""Zeus.""\']']",Flame,1,0.983149844449698,0,0,0,1,0.764402682637991,0.191100670659497,,,,,,,,,
What are the aliases for Flame?,"<b>The aliases for Flame are ""Fire"" and ""Inferno.""</b>","['[\'The aliases for Flame are ""Fire"" and ""Inferno.""\']']","Flamer, sKyWIper",0.5,0.999999060466615,0,0,0,1,0.832149441946247,0.208027049665413,,,,,,,,,
Which malware was designed to target enterprise environments and has been used in attacks since at least 2018?,"<b>The malware designed to target enterprise environments and has been used in attacks since at least 2018 is known as ""Ransomware.""</b>","['[\'The malware designed to target enterprise environments and has been used in attacks since at least 2018 is known as ""Ransomware.""\']']",Ryuk,1,0.982749211009533,0,0,0,1,0.771465382927645,0.192877716835444,,,,,,,,,
What is the alias for Ryuk?,"<b>The alias for Ryuk is ""Shinigami.""</b>","['[\'The alias for Ryuk is ""Shinigami.""\']']",Hermes ransomware,0,0.999999999999999,0,0,0,1,0.761592049038736,0.190398012259684,,,,,,,,,
Which malware targets AutoCAD files with drawings?,"<b>The malware that targets AutoCAD files with drawings is known as ""AutoCAD malware.""</b>","['[\'The malware that targets AutoCAD files with drawings is known as ""AutoCAD malware.""\']']",ACAD/Medre.A,1,0.974143628921667,0.9999999999,1,0,1,0.809855493075262,0.202463873268815,,,,,,,,,
Which malware operates as ransomware-as-a-service (RaaS)?,"<b>Ransomware-as-a-service (RaaS) is a model where developers offer ransomware tools to affiliates for a share of the profits. Specific examples of malware that operate as RaaS include well-known variants like REvil, DarkSide, and LockBit.</b>","[""['Ransomware-as-a-service (RaaS) is a model where developers offer ransomware tools to affiliates for a share of the profits. Specific examples of malware that operate as RaaS include well-known variants like REvil', 'DarkSide', 'and LockBit.']""]",REvil,1,0.951866766461911,0.9999999999,1,0.99999999,1,0.789635055190049,0.197408763797512,,,,,,,,,
Which platform does REvil target?,"<b>REvil targets various platforms, primarily focusing on Windows systems.</b>","[""['REvil targets various platforms', 'primarily focusing on Windows systems.']""]",Windows,1,0.979651695093223,0.9999999999,1,0.99999999,1,0.825684750963961,0.20640696755649,,,,,,,,,
Which malware is custom and includes multiple modules tailored towards ICS devices?,"<b>The malware that is custom and includes multiple modules tailored towards ICS devices is known as ""Industroyer.""</b>","['[\'The malware that is custom and includes multiple modules tailored towards ICS devices is known as ""Industroyer.""\']']",INCONTROLLER,1,0.983401414613687,0.9999999999,0,0,1,0.752929481816497,0.188232370454124,,,,,,,,,
What are the aliases for INCONTROLLER?,<b>There are no aliases found for INCONTROLLER.</b>,"[""['There are no aliases found for INCONTROLLER.']""]",PIPEDREAM,1,0.966511291835273,0.9999999999,1,0,1,0.739629962903235,0.184907490725808,,,,,,,,,
